,address,price,city,state,zipcode,beds,baths,size,type,lat,lng,geometry,name
0,2226 Pecan Grove Ct,503900, Dallas,TX,75228,3 ,3 ,2434,House,32.811456,-96.703775,POINT (-96.70377499999999 32.811456),East Dallas
21,719 Parkhurst Dr,399000, Dallas,TX,75218,3 ,2 ,1446,House,32.849672999999996,-96.706613,POINT (-96.706613 32.849673),East Dallas
25,11318 Aledo Dr,230000, Dallas,TX,75228,3 ,2 ,1312,House,32.849374,-96.680053,POINT (-96.680053 32.849374),East Dallas
31,2338 Pinebluff Dr,425000, Dallas,TX,75228,3 ,3 ,2138,House,32.806073,-96.706345,POINT (-96.706345 32.806073),East Dallas
74,3322 Crest Ridge Dr,215000, Dallas,TX,75228,3 ,2 ,1269,House,32.828649,-96.65955699999999,POINT (-96.65955699999999 32.828649),East Dallas
88,1819 Oates Dr,390000, Dallas,TX,75228,3 ,2 ,1332,House,32.821782,-96.68340500000001,POINT (-96.68340500000001 32.821782),East Dallas
89,2730 Tisinger Ave,265000, Dallas,TX,75228,3 ,2 ,1437,House,32.849414,-96.66752199999999,POINT (-96.66752199999999 32.849414),East Dallas
100,10714 Cotillion Dr,239500, Dallas,TX,75228,4 ,2 ,1342,House,32.83752,-96.66299000000001,POINT (-96.66299000000001 32.83752),East Dallas
110,11021 Ridgemeadow Dr,509900, Dallas,TX,75218,3 ,2 ,1904,House,32.858484000000004,-96.693726,POINT (-96.693726 32.858484),East Dallas
118,8626 Santa Clara Dr,395000, Dallas,TX,75218,3 ,1 ,1456,House,32.820336,-96.709675,POINT (-96.709675 32.820336),East Dallas
122,1717 Tisinger Ave,340000, Dallas,TX,75228,4 ,3 ,1876,House,32.849719,-96.679133,POINT (-96.67913299999999 32.849719),East Dallas
140,1435 Waterside Dr,750000, Dallas,TX,75218,4 ,4 ,3017,House,32.810561,-96.723837,POINT (-96.723837 32.810561),East Dallas
144,9337 Redondo Dr,939000, Dallas,TX,75218,4 ,4 ,4204,House,32.829492,-96.701296,POINT (-96.701296 32.829492),East Dallas
154,8116 Barbaree Blvd,475000, Dallas,TX,75228,3 ,2 ,1652,House,32.807233000000004,-96.716008,POINT (-96.716008 32.807233),East Dallas
158,10239 Casa View Dr,275000, Dallas,TX,75228,3 ,2 ,1310,House,32.832329,-96.677513,POINT (-96.677513 32.832329),East Dallas
165,2545 Beechmont Dr,360000, Dallas,TX,75228,4 ,3 ,2128,House,32.822153,-96.686176,POINT (-96.686176 32.822153),East Dallas
169,10750 Cotillion Dr,259000, Dallas,TX,75228,3 ,3 ,1739,House,32.838079,-96.661675,POINT (-96.661675 32.838079),East Dallas
178,8921 Vinewood Dr,459900, Dallas,TX,75228,3 ,2 ,1870,House,32.816826,-96.70022900000001,POINT (-96.70022900000001 32.816826),East Dallas
201,9526 Tarleton St,512500, Dallas,TX,75218,3 ,2 ,2005,House,32.845137,-96.710288,POINT (-96.71028800000001 32.845137),East Dallas
211,2624 Lakeland Dr,290000, Dallas,TX,75228,4 ,2 ,1700,House,32.807967,-96.69673900000001,POINT (-96.69673900000001 32.807967),East Dallas
225,1407 Oates Dr,409900, Dallas,TX,75228,3 ,3 ,1693,House,32.82036,-96.691361,POINT (-96.691361 32.82036),East Dallas
238,1807 Wonderlight Ln,335000, Dallas,TX,75228,3 ,3 ,2552,House,32.814102,-96.68415999999999,POINT (-96.68415999999999 32.814102),East Dallas
243,7926 Glade Creek Ct,565000, Dallas,TX,75218,3 ,2 ,2359,House,32.806833000000005,-96.721295,POINT (-96.721295 32.806833),East Dallas
256,8309 Capriola Ln,150000, Dallas,TX,75228,3 ,2 ,1646,House,32.807978999999996,-96.679222,POINT (-96.679222 32.807979),East Dallas
259,2216 Peavy Cir,439900, Dallas,TX,75228,5 ,4 ,2833,House,32.825540000000004,-96.68321800000001,POINT (-96.68321800000001 32.82554),East Dallas
260,11303 Flamingo Ln,399000, Dallas,TX,75218,3 ,2 ,1872,House,32.854073,-96.685703,POINT (-96.685703 32.854073),East Dallas
267,9106 San Fernando Way,387500, Dallas,TX,75218,2 ,1 ,1731,House,32.827146,-96.706528,POINT (-96.70652800000001 32.827146),East Dallas
276,1206 N Selva Dr,295000, Dallas,TX,75218,2 ,2 ,1320,House,32.83767,-96.69680600000001,POINT (-96.69680600000001 32.83767),East Dallas
277,1706 Lakeland Dr,362000, Dallas,TX,75218,2 ,1 ,932,House,32.817997,-96.708469,POINT (-96.70846899999999 32.817997),East Dallas
282,11621 Tuscany Way,365000, Dallas,TX,75218,3 ,2 ,1555,House,32.853426,-96.69107199999999,POINT (-96.69107199999999 32.853426),East Dallas
286,10903 Aledo Dr,200000, Dallas,TX,75228,3 ,1 ,1200,House,32.845166,-96.682956,POINT (-96.682956 32.845166),East Dallas
299,10129 Lingo Ln,314900, Dallas,TX,75228,4 ,2 ,1812,House,32.830599,-96.6781,POINT (-96.6781 32.830599),East Dallas
307,3516 Delford Cir,385000, Dallas,TX,75228,5 ,3 ,2626,House,32.845442999999996,-96.66014,POINT (-96.66014 32.845443),East Dallas
328,8171 San Cristobal Dr,685000, Dallas,TX,75218,4 ,3 ,2518,House,32.808791,-96.715696,POINT (-96.71569599999999 32.808791),East Dallas
351,2644 Lakeland Dr,485000, Dallas,TX,75228,4 ,4 ,2748,House,32.807363,-96.696009,POINT (-96.696009 32.807363),East Dallas
358,1871 Stevens Bluff Ln,699900, Dallas,TX,75208,4 ,3 ,2417,House,32.834184,-96.68765400000001,POINT (-96.68765400000001 32.834184),East Dallas
359,11622 Sasanqua Ln,533000, Dallas,TX,75218,4 ,3 ,2132,House,32.852304,-96.69823000000001,POINT (-96.69823000000001 32.852304),East Dallas
391,3216 San Lucas Ave,220000, Dallas,TX,75228,3 ,2 ,1392,House,32.831299,-96.66154399999999,POINT (-96.66154399999999 32.831299),East Dallas
398,9303 Redondo Dr,549000, Dallas,TX,75218,3 ,2 ,2194,House,32.827999,-96.702903,POINT (-96.70290300000001 32.827999),East Dallas
412,8158 Barbaree Blvd,695000, Dallas,TX,75228,3 ,3 ,2400,House,32.807559000000005,-96.714402,POINT (-96.71440200000001 32.807559),East Dallas
415,2527 Pinebluff Dr,424000, Dallas,TX,75228,4 ,3 ,2954,House,32.80325,-96.702157,POINT (-96.702157 32.80325),East Dallas
416,7735 Claremont Dr,259999, Dallas,TX,75228,3 ,2 ,1384,House,32.795649,-96.71224000000001,POINT (-96.71224000000001 32.795649),East Dallas
430,11619 Lochwood Blvd,459900, Dallas,TX,75218,3 ,2 ,1876,House,32.852746999999994,-96.69195500000001,POINT (-96.69195500000001 32.85274699999999),East Dallas
463,10518 Ferguson Rd,170000, Dallas,TX,75228,3 ,1 ,1125,House,32.83939,-96.668224,POINT (-96.668224 32.83939),East Dallas
507,10815 Joaquin Dr,189900, Dallas,TX,75228,2 ,1 ,1140,House,32.844499,-96.673028,POINT (-96.673028 32.844499),East Dallas
516,3104 San Paula Ave,299000, Dallas,TX,75228,3 ,2 ,1210,House,32.832164,-96.663524,POINT (-96.663524 32.832164),East Dallas
545,2435 Hillsboro Ave,349900, Dallas,TX,75228,3 ,2 ,1687,House,32.816006,-96.673647,POINT (-96.673647 32.816006),East Dallas
559,11916 Loch Ness Dr,549500, Dallas,TX,75218,4 ,3 ,3992,House,32.858876,-96.689327,POINT (-96.68932700000001 32.858876),East Dallas
561,3011 Hillglenn Rd,255000, Dallas,TX,75228,4 ,2 ,1688,House,32.826,-96.663111,POINT (-96.663111 32.826),East Dallas
579,10037 Casa Oaks Dr,254900, Dallas,TX,75228,4 ,2 ,1220,House,32.829582,-96.67231600000001,POINT (-96.67231600000001 32.829582),East Dallas
593,2360 Peavy Pl,389000, Dallas,TX,75228,3 ,3 ,1535,House,32.824031,-96.683741,POINT (-96.683741 32.824031),East Dallas
594,9607 Losa Dr,645000, Dallas,TX,75218,2 ,2 ,2646,House,32.833362,-96.698471,POINT (-96.698471 32.833362),East Dallas
613,10517 Maplegrove Ln,409000, Dallas,TX,75218,3 ,2 ,1368,House,32.848143,-96.69349799999999,POINT (-96.69349799999999 32.848143),East Dallas
648,10226 Pinecrest Dr,249000, Dallas,TX,75228,2 ,1 ,988,House,32.83355,-96.685872,POINT (-96.685872 32.83355),East Dallas
1,9615 Limestone Dr,145000, Dallas,TX,75217,3 ,2 ,1057,House,32.744223999999996,-96.65606600000001,POINT (-96.65606600000001 32.744224),Southeast Dallas
3,351 Crenshaw Dr,199000, Dallas,TX,75217,4 ,2 ,1360,House,32.706745,-96.65570100000001,POINT (-96.65570100000001 32.706745),Southeast Dallas
4,2212 Lowery St,265000, Dallas,TX,75215,3 ,2 ,1366,House,32.743627000000004,-96.757222,POINT (-96.757222 32.743627),Southeast Dallas
17,4451 Cinnabar Dr,334900, Dallas,TX,75227,3 ,3 ,2228,House,32.785948,-96.69636899999999,POINT (-96.69636899999999 32.785948),Southeast Dallas
29,2847 Pleasant Dr,179000, Dallas,TX,75227,3 ,2 ,940,House,32.760811,-96.678136,POINT (-96.67813599999999 32.760811),Southeast Dallas
38,14261 Bridgeview Ln,215000, Dallas,TX,75253,3 ,2 ,1568,House,32.676323,-96.58527099999999,POINT (-96.58527099999999 32.676323),Southeast Dallas
39,8102 Suetelle Dr,200000, Dallas,TX,75217,3 ,2 ,1400,House,32.693929,-96.682705,POINT (-96.682705 32.693929),Southeast Dallas
46,2016 Shortal St,175000, Dallas,TX,75217,3 ,1 ,1153,House,32.746988,-96.68451,POINT (-96.68451 32.746988),Southeast Dallas
54,14157 Greenhaw Ln,249900, Dallas,TX,75253,3 ,3 ,1946,House,32.676935,-96.58750500000001,POINT (-96.58750500000001 32.676935),Southeast Dallas
57,429 Bissonet Ave,195000, Dallas,TX,75217,3 ,2 ,1180,House,32.718579999999996,-96.701709,POINT (-96.70170899999999 32.71858),Southeast Dallas
60,9420 Kerrville St,149000, Dallas,TX,75227,2 ,2 ,1054,House,32.764488,-96.659899,POINT (-96.659899 32.764488),Southeast Dallas
61,8003 Rothington Rd APT 41-47,485000, Dallas,TX,75227,8 ,12 ,4960,Multi-family,32.783101,-96.68604300000001,POINT (-96.68604300000001 32.783101),Southeast Dallas
99,5812 Wofford Ave,185000, Dallas,TX,75227,3 ,2 ,1458,House,32.770891,-96.722048,POINT (-96.722048 32.770891),Southeast Dallas
123,834 Oslo Ln,220000, Dallas,TX,75217,3 ,2 ,1380,House,32.698504,-96.66350600000001,POINT (-96.66350600000001 32.698504),Southeast Dallas
149,7210 Hunnicut Rd,349900, Dallas,TX,75227,3 ,3 ,2143,House,32.786988,-96.71243,POINT (-96.71243 32.786988),Southeast Dallas
204,3622 Middlefield Rd,139000, Dallas,TX,75253,3 ,2 ,1450,House,32.655864,-96.657264,POINT (-96.657264 32.655864),Southeast Dallas
209,5611 Meadowick Ln,289000, Dallas,TX,75227,2 ,2 ,1400,House,32.789664,-96.704526,POINT (-96.704526 32.789664),Southeast Dallas
220,8918 Slay St,187500, Dallas,TX,75217,3 ,2 ,1584,House,32.730164,-96.665941,POINT (-96.665941 32.730164),Southeast Dallas
266,317 Campus Dr,229000, Dallas,TX,75217,3 ,1 ,975,House,32.708092,-96.65446899999999,POINT (-96.65446899999999 32.708092),Southeast Dallas
281,1717 Greendale Dr,200000, Dallas,TX,75217,3 ,2 ,1713,House,32.741972,-96.66879499999999,POINT (-96.66879499999999 32.741972),Southeast Dallas
312,9924 Crystal Valley Way,240000, Dallas,TX,75227,4 ,3 ,1728,House,32.765448,-96.65071999999999,POINT (-96.65071999999999 32.765448),Southeast Dallas
378,8203 Stonehurst St,127000, Dallas,TX,75217,2 ,1 ,732,House,32.741440000000004,-96.680729,POINT (-96.680729 32.74144),Southeast Dallas
402,2226 Dyson St,265999, Dallas,TX,75215,3 ,3 ,1898,House,32.742484000000005,-96.756404,POINT (-96.756404 32.742484),Southeast Dallas
453,9516 Macomba Ct,229950, Dallas,TX,75217,4 ,3 ,1920,House,32.732634999999995,-96.657593,POINT (-96.65759300000001 32.73263499999999),Southeast Dallas
481,551 Neomi Ave,239900, Dallas,TX,75217,4 ,2 ,1599,House,32.721722,-96.716599,POINT (-96.716599 32.721722),Southeast Dallas
526,508 Youngstown St #25,165000, Dallas,TX,75253,3 ,2 ,1500,House,32.688038,-96.574341,POINT (-96.574341 32.688038),Southeast Dallas
533,2243 Major Dr,155000, Dallas,TX,75227,3 ,2 ,1457,House,32.752196000000005,-96.687587,POINT (-96.68758699999999 32.752196),Southeast Dallas
537,1561 Cosette Dr,549900, Dallas,TX,75215,2 ,3 ,2083,House,32.746069,-96.653791,POINT (-96.653791 32.746069),Southeast Dallas
543,4910 Urban Ave,289000, Dallas,TX,75227,4 ,3 ,1841,House,32.781602,-96.695177,POINT (-96.695177 32.781602),Southeast Dallas
558,7531 Olusta Dr #2,299900, Dallas,TX,75217,2 ,2 ,2089,Multi-family,32.711402,-96.691564,POINT (-96.691564 32.711402),Southeast Dallas
575,3433 Detonte St,109000, Dallas,TX,75223,2 ,2 ,868,Multi-family,32.781889,-96.73605699999999,POINT (-96.73605699999999 32.781889),Southeast Dallas
584,2183 Jordan Valley Rd,124900, Dallas,TX,75253,2 ,1 ,896,House,32.679471,-96.618003,POINT (-96.618003 32.679471),Southeast Dallas
588,5747 Russcrest Dr,249900, Dallas,TX,75227,2 ,2 ,1463,House,32.78208,-96.70329,POINT (-96.70329 32.78208),Southeast Dallas
603,2222 Dyson St,265999, Dallas,TX,75215,3 ,3 ,1898,House,32.742019,-96.756956,POINT (-96.756956 32.742019),Southeast Dallas
640,7224 Piedmont Dr,279000, Dallas,TX,75227,3 ,2 ,1548,House,32.759792,-96.698008,POINT (-96.698008 32.759792),Southeast Dallas
641,6419 Lovett Ave,165000, Dallas,TX,75227,3 ,2 ,1360,House,32.777033,-96.706523,POINT (-96.706523 32.777033),Southeast Dallas
2,2714 Burger Ave,155000, Dallas,TX,75215,3 ,2 ,912,House,32.764402000000004,-96.763974,POINT (-96.763974 32.764402),Fair Park
48,2839 Southland St,173900, Dallas,TX,75215,3 ,2 ,1398,House,32.757605,-96.75239499999999,POINT (-96.75239499999999 32.757605),Fair Park
78,3112 Latimer St,497600, Dallas,TX,75215,4 ,4 ,2592,House,32.76484,-96.770409,POINT (-96.770409 32.76484),Fair Park
152,4102 Carpenter Ave,145000, Dallas,TX,75210,4 ,1 ,1314,House,32.768619,-96.744116,POINT (-96.74411600000001 32.768619),Fair Park
166,2910 Gay St,262000, Dallas,TX,75210,4 ,4 ,2121,House,32.772154,-96.74363000000001,POINT (-96.74363000000001 32.772154),Fair Park
195,4228 Copeland St,94000, Dallas,TX,75210,2 ,2 ,936,Multi-family,32.771161,-96.743883,POINT (-96.743883 32.771161),Fair Park
219,2606 Marburg St,150000, Dallas,TX,75215,5 ,2 ,1794,Multi-family,32.75501,-96.75739499999999,POINT (-96.75739499999999 32.75501),Fair Park
237,4307 Frank St,149000, Dallas,TX,75210,4 ,2 ,1380,Multi-family,32.774335,-96.746705,POINT (-96.74670500000001 32.774335),Fair Park
327,4523 Colonial Ave,260000, Dallas,TX,75215,3 ,3 ,2079,House,32.749522999999996,-96.76325200000001,POINT (-96.76325200000001 32.749523),Fair Park
336,2918 Reed Ln,118000, Dallas,TX,75215,3 ,2 ,996,House,32.760498999999996,-96.754806,POINT (-96.754806 32.760499),Fair Park
496,2607 Peabody Ave,170000, Dallas,TX,75215,3 ,2 ,1358,House,32.766463,-96.76959000000001,POINT (-96.76959000000001 32.766463),Fair Park
551,1607 Marburg St,150000, Dallas,TX,75215,5 ,2 ,2106,Multi-family,32.74897,-96.765313,POINT (-96.76531300000001 32.74897),Fair Park
5,5116 Jade Dr,160000, Dallas,TX,75232,3 ,2 ,1742,House,32.682663,-96.84067900000001,POINT (-96.84067900000001 32.682663),South Oak Cliff
6,2723 Alaska Ave,220000, Dallas,TX,75216,3 ,2 ,1444,House,32.71418,-96.815823,POINT (-96.81582299999999 32.71418),South Oak Cliff
26,2845 Gospel Dr,215000, Dallas,TX,75237,4 ,2 ,1897,House,32.654181,-96.866506,POINT (-96.866506 32.654181),South Oak Cliff
52,3427 Old Colony Rd,274900, Dallas,TX,75233,3 ,2 ,1542,House,32.695432000000004,-96.877143,POINT (-96.877143 32.695432),South Oak Cliff
64,3215 Kiesthill Dr,395000, Dallas,TX,75233,5 ,3 ,3312,House,32.705025,-96.88078900000001,POINT (-96.88078900000001 32.705025),South Oak Cliff
77,3912 Wanklyn Ct,165000, Dallas,TX,75237,2 ,2 ,1153,House,32.669768,-96.882276,POINT (-96.882276 32.669768),South Oak Cliff
80,2366 Southwood Dr,295000, Dallas,TX,75224,3 ,2 ,1746,House,32.69999,-96.856501,POINT (-96.85650099999999 32.69999),South Oak Cliff
95,3905 Morning Dew Trl,239500, Dallas,TX,75224,3 ,2 ,1402,House,32.696039,-96.83417299999999,POINT (-96.83417299999999 32.696039),South Oak Cliff
101,2556 Matland Dr,239000, Dallas,TX,75237,3 ,2 ,1774,House,32.667228,-96.863155,POINT (-96.86315500000001 32.667228),South Oak Cliff
161,4024 Oak Arbor Dr,269900, Dallas,TX,75233,3 ,2 ,1649,House,32.693914,-96.885926,POINT (-96.885926 32.693914),South Oak Cliff
179,319 Fordham Rd,259900, Dallas,TX,75216,4 ,2 ,1686,House,32.696236999999996,-96.819452,POINT (-96.819452 32.696237),South Oak Cliff
193,3115 Arizona Ave,169000, Dallas,TX,75216,3 ,2 ,916,House,32.706972,-96.81824,POINT (-96.81824 32.706972),South Oak Cliff
241,5640 Trailwood Dr,198000, Dallas,TX,75241,3 ,2 ,2021,House,32.678552,-96.818143,POINT (-96.81814300000001 32.678552),South Oak Cliff
271,2526 Jim Loftin Rd,300000, Dallas,TX,75224,4 ,3 ,1496,House,32.720215,-96.84074,POINT (-96.84074 32.720215),South Oak Cliff
288,1347 Acapulco Dr,525000, Dallas,TX,75232,4 ,4 ,3470,House,32.670829,-96.842481,POINT (-96.84248100000001 32.670829),South Oak Cliff
295,928 Stillmeadow Rd,390000, Dallas,TX,75232,4 ,4 ,2448,House,32.675303,-96.838476,POINT (-96.838476 32.675303),South Oak Cliff
313,735 Oak Park Dr,249000, Dallas,TX,75232,3 ,2 ,1410,House,32.68815,-96.834731,POINT (-96.834731 32.68815),South Oak Cliff
334,742 Ivywood Dr,224879, Dallas,TX,75232,3 ,2 ,1391,House,32.655559000000004,-96.83348199999999,POINT (-96.83348199999999 32.655559),South Oak Cliff
347,7707 Woodshire Dr,170000, Dallas,TX,75232,3 ,1 ,1281,House,32.654655,-96.839366,POINT (-96.839366 32.654655),South Oak Cliff
379,5528 Oak Trl,299990, Dallas,TX,75232,4 ,3 ,2551,House,32.678125,-96.835578,POINT (-96.835578 32.678125),South Oak Cliff
401,749 Deerwood Dr,185000, Dallas,TX,75232,3 ,1 ,882,House,32.659915000000005,-96.833961,POINT (-96.833961 32.65991500000001),South Oak Cliff
406,6846 Talbot Pkwy,375000, Dallas,TX,75232,4 ,3 ,3552,House,32.664603,-96.85533199999999,POINT (-96.85533199999999 32.664603),South Oak Cliff
427,3654 S Marsalis Ave,205000, Dallas,TX,75216,3 ,2 ,1500,House,32.698737,-96.814588,POINT (-96.814588 32.698737),South Oak Cliff
486,202 W Elmore Ave,200000, Dallas,TX,75224,3 ,2 ,1003,House,32.716763,-96.82486800000001,POINT (-96.82486800000001 32.716763),South Oak Cliff
555,904 Green Hill Rd,360000, Dallas,TX,75232,3 ,2 ,2158,House,32.681143,-96.837935,POINT (-96.837935 32.681143),South Oak Cliff
610,4910 Haywood Pkwy,177777, Dallas,TX,75232,2 ,2 ,1516,House,32.685389,-96.831713,POINT (-96.83171299999999 32.685389),South Oak Cliff
7,18711 Platte River Way,339750, Dallas,TX,75287,4 ,2 ,2307,House,33.007546000000005,-96.86510200000001,POINT (-96.86510200000001 33.007546),Far North Dallas
9,6816 Flanary Ln,450000, Dallas,TX,75252,4 ,3 ,2795,House,33.004721,-96.784663,POINT (-96.78466299999999 33.004721),Far North Dallas
11,18619 Crownover Ct,375000, Dallas,TX,75252,3 ,3 ,2079,House,33.004545,-96.794917,POINT (-96.794917 33.004545),Far North Dallas
30,6006 Gentle Knoll Ln,429000, Dallas,TX,75248,4 ,3 ,1969,House,32.980858000000005,-96.803028,POINT (-96.803028 32.980858),Far North Dallas
33,4116 Timberglen Rd,400000, Dallas,TX,75287,3 ,2 ,2009,House,33.003913,-96.84057800000001,POINT (-96.84057800000001 33.003913),Far North Dallas
42,5801 Preston Valley Dr,349000, Dallas,TX,75240,2 ,2 ,1374,House,32.938168,-96.806923,POINT (-96.806923 32.938168),Far North Dallas
45,7935 La Cosa Dr,450000, Dallas,TX,75248,5 ,4 ,2345,House,32.959546,-96.770099,POINT (-96.770099 32.959546),Far North Dallas
50,17317 Stedman Cir,598000, Dallas,TX,75252,3 ,3 ,3379,House,32.987994,-96.795542,POINT (-96.795542 32.987994),Far North Dallas
55,4131 Briarbend Rd,485000, Dallas,TX,75287,4 ,3 ,3177,House,33.006009999999996,-96.839589,POINT (-96.839589 33.00601),Far North Dallas
69,6210 Meadowcreek Dr,1249000, Dallas,TX,75254,5 ,5 ,4764,House,32.949261,-96.79247099999999,POINT (-96.79247099999999 32.949261),Far North Dallas
71,7239 Hillwood Ln,725000, Dallas,TX,75248,4 ,3 ,3015,House,32.957899,-96.783152,POINT (-96.783152 32.957899),Far North Dallas
81,6209 La Cosa Dr,485000, Dallas,TX,75248,4 ,3 ,2587,House,32.959625,-96.799371,POINT (-96.79937099999999 32.959625),Far North Dallas
82,7646 La Bolsa Dr,479900, Dallas,TX,75248,4 ,3 ,2000,House,32.964379,-96.776578,POINT (-96.776578 32.964379),Far North Dallas
92,5325 Bent Tree Forest Dr APT 2224,180000, Dallas,TX,75248,2 ,3 ,1389,Condo,32.965082,-96.818188,POINT (-96.81818800000001 32.965082),Far North Dallas
102,7916 Habersham Ln,400000, Dallas,TX,75248,5 ,4 ,2745,Multi-family,32.953996999999994,-96.770507,POINT (-96.77050699999999 32.95399699999999),Far North Dallas
116,5103 Lincolnshire Ct,999900, Dallas,TX,75287,5 ,5 ,5007,House,33.002247,-96.821926,POINT (-96.821926 33.002247),Far North Dallas
119,7812 Roundrock Rd,690000, Dallas,TX,75248,5 ,4 ,3221,House,32.9559,-96.773342,POINT (-96.773342 32.9559),Far North Dallas
